Customer_ID,Purchase_Date,No_of_units_sold,Car_model_year,Price,Customer_Name,Email,Gender,City,Car_Make,Country,Country_Code
HYGP9WDEDAW2ZPDAVGBN96MH,2023-12-11,74353,2024,28618.38,Micky Andrichak,mandrichak4n@feedburner.com,5,Portland,Kia,4,4
HYGP9WDGPHNSXJMPH0AXNBA3,2023-06-24,68916,2024,61157.95,Selestina Le Marchand,sle4o@blog.com,2,Newbiggin,Porsche,3,1
HYGP9WDJ663PZNSNQ3TC09K7,2023-10-08,75568,2024,144745.27,Tirrell Joist,tjoist4p@businessweek.com,5,Saku,Suzuki,2,3
HYGP9WDMJAXNZRFJDQFQRMYH,2023-12-19,60499,2024,262000.6,Cross Tonn,ctonn4q@seesaa.net,5,Roanoke,Ford,4,4
HYGP9WDP73NJD4NVVK2CW11G,2023-08-27,44403,2024,70326.37,Nicolis Collumbine,ncollumbine4r@is.gd,5,Gujō,GMC,2,3
HYGP9WDQXHXQB92HH73FQZX0,2023-11-15,65822,2023,134166.03499999997,Juieta Morison,jmorison4s@netscape.com,2,Wilmington,Volkswagen,4,4
HYGP9WDS7H5B6A7PYBZHGQ6Z,2023-08-22,88331,2023,191113.34,Durward Hendren,dhendren4t@cornell.edu,5,Gotemba,Chevrolet,2,3
HYGP9WDV8NMRBQQZ83778791,2023-06-16,68004,2023,259553.07,Gunner Stranahan,gstranahan4u@independent.co.uk,5,Cincinnati,GMC,4,4
HYGP9WDX1EJ69XFNJBS0T207,2023-08-24,79615,2024,297038.83,See Tuckwell,stuckwell4v@webs.com,5,London,Chevrolet,3,1
HYGP9WDZ8ZPP7NH8VQMK4HQ1,2023-10-01,94399,2024,187545.86,Marin Minors,mminors4w@weather.com,2,Tanabe,Chrysler,2,3
HYGP9WE18Q61P0KF7BYZ5V8K,2023-05-09,91394,2024,226965.65,Janey Chaize,jchaize4x@smh.com.au,2,Nishi-Tokyo-shi,Chrysler,2,3
HYGP9WE3K6X0R8SWMN65Q3H9,2023-11-06,50842,2023,37003.74,Hildegarde OScully,hoscully4y@csmonitor.com,3,Washington,MINI,4,4
HYGP9WE5TR7BJ98S905YW3SZ,2023-10-29,72345,2024,223121.62,Marney Camplejohn,mcamplejohn4z@ca.gov,2,Shibushi,Ford,2,3
HYGP9WE78GQX2FCDMHDP8N3S,2024-03-18,78381,2023,176123.46,Celie Rummings,crummings50@google.co.jp,2,Cheyenne,Nissan,4,4
HYGP9WE9C1BBX15DQ3YQFQJE,2023-08-07,70919,2023,172165.39,Celia Rechert,crechert51@twitpic.com,2,Atlanta,Ford,4,4
HYGP9WEB1PD614AV0HHCXRNH,2024-01-03,49173,2023,261101.39,Devi Bakes,dbakes52@va.gov,2,Yoshida-kasugachō,Land Rover,2,3
HYGP9WEDN3SYGMA71GZGQN2Y,2023-06-12,99128,2024,46669.51,Abdel Gateley,agateley53@prweb.com,5,Racine,Ford,4,4
HYGP9WEFC5Q089RB63G23XAA,2023-06-03,85282,2023,75895.98,Sal Vanes,svanes54@fda.gov,2,Young America,Toyota,4,4
HYGP9WEHDYPE0S9P75TA1AA9,2024-04-17,9582,2023,200827.8,Wayland Bailiss,wbailiss55@hibu.com,5,Denton,Ford,4,4
HYGP9WEK33AA639WGY5DJTWR,2023-06-21,44403,2024,217299.21,Carline Rumgay,crumgay56@webs.com,2,Inashiki,Cadillac,2,3
HYGP9WENS1J4D9D0Q17JPMZ8,2023-07-05,93240,2024,10038.21,Davide Coneron,dconeron57@jugem.jp,5,Obanazawa,Pontiac,2,3
HYGP9WES00J8KWYGY59Q7W1C,2023-10-01,96682,2024,291763.51,Maryjane Sibbert,msibbert58@fastcompany.com,2,Hagi,Land Rover,2,3
HYGP9WEVCTJ0VCE2R7PXG301,2023-05-21,64068,2024,251594.02,Peggy Wychard,pwychard59@google.ca,2,Memphis,Mitsubishi,4,4
HYGP9WEX5C4ZARF9PTE694HJ,2023-08-21,66489,2024,39825.69,Carla Samsin,csamsin5a@nydailynews.com,2,Sendai,GMC,2,3
HYGP9WEZGG0AAVJ20QSJC42E,2023-12-16,91418,2023,177045.6,Melantha Paunton,mpaunton5b@hibu.com,3,Jamaica,GMC,4,4
HYGP9WF1MXJPMFGJPW5W0DMQ,2023-07-12,95274,2023,287572.88,Gwenneth Serot,gserot5c@mac.com,2,Duluth,Toyota,4,4
HYGP9WF4A2HMD5RWY6N287QJ,2023-11-14,76227,2024,134166.03499999997,Cecil Patridge,cpatridge5d@ihg.com,3,Pasadena,Mercedes-Benz,4,4
HYGP9WF5AKQ6AZMJ7HCZJPXX,2023-08-27,37024,2023,49656.68,Vinny Schoffler,vschoffler5e@eventbrite.com,2,Fukayachō,Mazda,2,3
HYGP9WF7PV6BMYC241WMFBJB,2023-09-19,56433,2024,111628.92,Cyndi Sheere,csheere5f@whitehouse.gov,2,Kōfu-shi,Toyota,2,3
HYGP9WFA4NMH2866X3FCPSQ4,2023-10-06,44403,2023,246873.8,Meggie Fessler,mfessler5g@acquirethisname.com,2,San Rafael,Toyota,4,4
HYGP9WFBMY1ZPDRT6NW6BQ0P,2023-09-07,92871,2024,224909.15,Frank Zylberdik,fzylberdik5h@undo.de,2,Dresden,Nissan,0,0
HYGP9WFDGQG97D63WSZ9MAPR,2023-08-14,13861,2024,140027.83,Alida Concannon,aconcannon5i@examiner.com,2,Kitahama,Plymouth,2,3
HYGP9WFY822FH88X17HM7X1S,2024-04-14,4202,2023,183852.07,Ranna Setch,rsetch5j@hugedomains.com,0,Miami,Acura,4,4
HYGP9WG0ZNFMC3H8N3FJJ1DW,2023-05-14,15538,2024,134166.03499999997,Carleton Tiery,ctiery5k@dell.com,5,Shreveport,Ford,4,4
HYGP9WG2ANW9GSDAEWX9TJW4,2023-05-10,42436,2023,38996.38,Genvieve Brownscombe,gbrownscombe5l@spotify.com,2,Akita,Cadillac,2,3
HYGP9WG4B8K85H9KBJ6588V7,2023-10-01,22537,2024,13759.02,Marylynne Dillon,mdillon5m@salon.com,2,Washington,GMC,4,4
HYGP9WG7WH9P5W6AS7VVG5KJ,2023-09-21,44403,2023,213127.36,Sly Wayper,swayper5n@fda.gov,5,Nürnberg,Ford,0,0
HYGP9WG9NPA4TGX98YD2V88K,2023-07-25,73982,2023,11813.39,Krishna Lucock,klucock5o@nydailynews.com,5,Danbury,Ford,4,4
HYGP9WGBJBTKR292KRCSRS35,2024-02-03,57800,2024,94568.24,Berty Purdy,bpurdy5p@miibeian.gov.cn,2,Kashiwa,Nissan,2,3
HYGP9WGDG1Y47AWVMWK52YK6,2023-10-09,71008,2024,206477.47,Brooks Dogg,bdogg5q@ox.ac.uk,5,San Francisco,Lincoln,4,4
HYGP9WGFYV1CYK57VD12YMJT,2023-10-08,49516,2023,134166.03499999997,Elbert Saunderson,esaunderson5r@npr.org,5,Atlanta,Volvo,4,4
HYGP9WGH5NV1KBCW94484N1H,2023-10-30,17858,2023,97839.49,Winnifred Meacher,wmeacher5s@addtoany.com,2,Fukushima-shi,BMW,2,3
HYGP9WGK011WH25AXKFF5ZW8,2023-09-03,14252,2024,135402.59,Felita Finding,ffinding5t@yahoo.co.jp,2,Kajiki,BMW,2,3
HYGP9WGNM4541Z77T17BBQJY,2024-02-28,57104,2024,229077.91,Fonsie Belfit,fbelfit5u@desdev.cn,5,Delray Beach,Chevrolet,4,4
HYGP9WGQ7FQESWM72MFBKGJ5,2023-08-15,75451,2023,156056.62,Vanya Itzkowicz,vitzkowicz5v@dion.ne.jp,2,Birmingham,Mercury,4,4
HYGP9WGS5SCQ6SK4EDKB3E03,2024-04-24,44403,2024,119199.24,Golda Crannach,gcrannach5w@yandex.ru,2,Beaumont,Suzuki,4,4
HYGP9WGVWDXRFHMGQYAZ1G8F,2024-01-30,70416,2024,17780.48,Charis Frisch,cfrisch5x@unicef.org,2,Newport Beach,Acura,4,4
HYGP9WGX5331A8Q6K3607A3M,2023-05-26,25792,2024,104553.28,Keven Vallance,kvallance5y@si.edu,5,Jackson,Dodge,4,4
HYGP9WGZSSHNB0GNHNZ5Y50T,2024-04-14,44403,2024,109025.54,Filbert Gilstoun,fgilstoun5z@cmu.edu,5,Kinloch,Volkswagen,3,1
HYGP9WH1VTVYE29HYH0YRDGY,2024-03-09,98574,2023,49979.72,Keslie MacKimmie,kmackimmie60@about.com,2,Huntington,Porsche,4,4
HYGP9WH39CZDF8K4F5BEERWG,2024-02-18,66544,2023,214426.17,Kerry Vearnals,kvearnals61@senate.gov,0,Kusatsu,Chevrolet,2,3
HYGP9WH5AJCRMATW7143KHJH,2024-01-22,58898,2024,233496.56,Dav Kopecka,dkopecka62@ftc.gov,5,Wuppertal,Mercedes-Benz,0,0
HYGP9WH78AKZG31ASGHJHWS4,2024-01-31,88986,2023,246210.37,Alasdair Risbridger,arisbridger63@istockphoto.com,5,Berlin,Mercedes-Benz,0,0
HYGP9WH9MXHE3XP8VWQ60B3W,2023-12-17,44403,2024,96070.88,Mel Galbreath,mgalbreath64@google.com.br,5,Fukagawa,Morgan,2,3
HYGP9WHBVAYHD94ZBQE9D4AT,2023-08-20,9768,2024,74243.86,Madalena Burford,mburford65@dyndns.org,0,El Paso,Mazda,4,4
HYGP9WHDZHJ0BANZQ6FE7104,2023-08-21,44403,2023,11026.4,Zsa zsa Sieghard,zzsa66@mac.com,2,Dazaifu,Pontiac,2,3
HYGP9WHFCNTABT9P3X57E9XG,2024-01-19,44403,2023,100346.0,Cosmo Mariyushkin,cmariyushkin67@wthree.org,5,Inawashiro,Lincoln,2,3
HYGP9WHHV6HQ9ZV9WA4DJYDY,2023-08-27,20477,2023,270706.4,Iggie Bischop,ibischop68@tumblr.com,5,Essen,BMW,0,0
HYGP9WHK4AJ90TN8RY9WZV0Q,2023-05-10,77886,2024,74829.32,Josh Hritzko,jhritzko69@gmail.com,5,Buckland,Chevrolet,3,1
HYGP9WHNRJGZJ9XMFKTZMYYP,2023-09-29,22087,2024,105748.91,Maddie Antonio,mdantonio6a@nbcnews.com,5,Fukushima-shi,Subaru,2,3
HYGP9WHQ52VN57M7SZGMEHJ9,2024-02-12,94648,2023,134166.03499999997,Beniamino Potteridge,bpotteridge6b@miibeian.gov.cn,5,Tatsuno,Mercedes-Benz,2,3
HYGP9WHSMCFY0679KCBNK3FP,2024-03-31,95815,2023,117491.34,Georgy Stockwell,gstockwell6c@nasa.gov,5,Kikuchi,Mercedes-Benz,2,3
HYGP9WHVBAKGQV8BPQX1M5P0,2023-11-27,82753,2023,134166.03499999997,Gussy Braddick,gbraddick6d@gmpg.org,2,Nishio,Cadillac,2,3
HYGP9WHX6ZCB6V6QEMFWF7SQ,2023-06-13,61139,2023,147569.65,Amos Kitteringham,akitteringham6e@livejournal.com,5,Ōtake,Ford,2,3
HYGP9WHZ06MRQCHXGK02FQZG,2023-05-06,27361,2024,109493.09,Mattheus Milne,mmilne6f@dropbox.com,5,Dulles,Mitsubishi,4,4
HYGP9WJ13X5YR522KKEE7R66,2023-08-01,40287,2023,8782.84,Christy Currey,ccurrey6g@rediff.com,3,Isehara,Rolls-Royce,2,3
HYGP9WJ3P9R6RX44165J0MXX,2023-12-21,45981,2023,261204.32,Adrian Luparto,aluparto6h@newsvine.com,5,Atlanta,Honda,4,4
HYGP9WJ5FRH3DTWXEJ5KQWTD,2023-06-14,3478,2024,16751.78,Chuck Chedgey,cchedgey6i@redcross.org,5,Koga,Nissan,2,3
HYGP9WJ7X3XT63TQM6HVSYKF,2024-04-30,81575,2024,75812.37,Johann Scotson,jscotson6j@shinystat.com,5,Iida,Ford,2,3
HYGP9WJ9TZN79ZKXF5XVM4HR,2023-08-22,33731,2023,183374.34,Silvio Early,searly6k@elegantthemes.com,5,Birmingham,Saab,4,4
HYGP9WJBJKHKEJKWMYEC51Z4,2024-02-06,53794,2023,95036.08,Andrej Mynett,amynett6l@paypal.com,5,Togitsu,Suzuki,2,3
HYGP9WJE7VP1BG5F6YDJEDJH,2023-06-16,27373,2023,111027.71,Vinnie Hazelgreave,vhazelgreave6m@mediafire.com,2,Denton,GMC,3,1
HYGP9WJGYPZY85NFR5KAW819,2023-10-31,76560,2024,178094.66,Yorke Cancott,ycancott6n@jiathis.com,5,Chōfugaoka,Pontiac,2,3
HYGP9WJJ73HSPKGFA19FDTSH,2023-09-02,65226,2023,134166.03499999997,Nolana Ryle,nryle6o@telegraph.co.uk,2,Tarumizu,Audi,2,3
HYGP9WJMEVZ8VQPVDXDQ59F8,2023-08-04,5243,2023,59545.22,Pearl Totterdill,ptotterdill6p@shared.com,2,Chicago,Volkswagen,4,4
HYGP9WJPRH4BR0F3TN4JBQ15,2023-08-02,44188,2023,218588.38,Christoffer Rousel,crousel6q@instagram.com,5,Obanazawa,Dodge,2,3
HYGP9WJR8MRJVWNTC0GYQE03,2023-11-16,83824,2023,53608.83,Urbanus Carloni,ucarloni6r@gov.uk,5,Cincinnati,Lincoln,4,4
HYGP9WJTYTD9WPAEJNMTXWFN,2023-11-29,44403,2024,44949.88,Galven Totterdell,gtotterdell6s@skype.com,5,Denver,Lexus,4,4
HYGP9WJW9B8R579JJ41SYHZ4,2023-08-24,59004,2024,116540.62,Lesly Geale,lgeale6t@skype.com,2,Austin,Bentley,4,4
HYGP9WJYNMSN7GVH4CKYT3MW,2023-08-24,65209,2023,199467.58,Teddy Ayrs,tayrs6u@seesaa.net,5,Hatsukaichi,Buick,2,3
HYGP9WK0GX19GS3W3QTW8BGT,2024-03-28,67042,2023,185949.71,Ag Schops,aschops6v@illinois.edu,2,Boston,Lamborghini,4,4
HYGP9WK2X07WP1WHGKJNZBGJ,2024-01-04,44403,2023,16513.76,Marwin Widocks,mwidocks6w@tumblr.com,5,Long Beach,Jaguar,4,4
HYGP9WK4G8ZVP3PH7XRJF6M8,2023-05-30,44403,2024,149097.92,Sarge Humpherson,shumpherson6x@prlog.org,5,Aurora,Porsche,4,4
HYGP9WK6XSS3PA3EFAD1MQ6H,2023-11-15,23744,2024,45582.87,Wilhelmina Morais,wmorais6y@army.mil,2,Monticello,Maybach,4,4
HYGP9WK8SA5GV9J8JY91DPZR,2023-06-23,73302,2024,134166.03499999997,Ambrose Sheer,asheer6z@usnews.com,5,Kansas City,BMW,4,4
HYGP9WKATJJ5HV4P2K7E02HS,2023-12-03,23740,2023,61888.9,Dorette Satterlee,dsatterlee70@latimes.com,2,Yotsukaidō,Mercury,2,3
HYGP9WKC4GHY0AQ0BKSY13Q6,2023-12-26,44403,2024,28382.58,Delila Boyett,dboyett71@imdb.com,2,Fort Lauderdale,Chevrolet,4,4
HYGP9WKETK13BGEJV27B77WD,2024-03-22,81669,2024,197595.52,Wolfy Maffezzoli,wmaffezzoli72@ted.com,5,Kitami,Ford,2,3
HYGP9WKGK2FZS0ZBGBF5MRYZ,2023-07-21,39629,2024,152183.35,Julio Gunningham,jgunningham73@woothemes.com,5,Musashino,Ford,2,3
HYGP9WKJSZVJ5HBJHWDSHA62,2023-11-03,3387,2023,134166.03499999997,Monty Vankeev,mvankeev74@smugmug.com,5,Ichinomiya,Suzuki,2,3
HYGP9WKMD3DRGRMMSSQM9H8G,2024-03-02,9577,2024,60489.88,Aridatha Ridwood,aridwood75@usa.gov,2,Berlin,Mercedes-Benz,0,0
HYGP9WKPD7B5GEMTS4MYVGG7,2024-04-15,1506,2024,97602.0,Elvis Bernat,ebernat76@dell.com,5,San Diego,Dodge,4,4
HYGP9WKRC8CD4V7VXCDH22SQ,2023-10-05,7173,2023,97573.04,Barri Marvelley,bmarvelley77@ustream.tv,5,Kingsport,Ford,4,4
HYGP9WKTS86R93T074HCXKFD,2023-06-10,98992,2023,286342.7,Agnola Trow,atrow78@sbwire.com,2,Narutochō-mitsuishi,Subaru,2,3
HYGP9WKW8HX49YMF7HRDJDNX,2023-12-14,5497,2023,227325.0,See Semered,ssemered79@flavors.me,5,Las Vegas,Chrysler,4,4
HYGP9WKYJNPTZ6J1TYNQQG8V,2023-10-30,9659,2024,134166.03499999997,Pennie Downage,pdownage7a@ifeng.com,5,Kuroiso,Ford,2,3
HYGP9WM0REZ956J3GD8JN5F4,2024-03-12,7647,2023,194665.85,Peyter Kneller,pkneller7b@soundcloud.com,1,Karasuyama,Buick,2,3
HYGP9WM2BWEH6ETYRESGPN6E,2023-12-28,93033,2024,210640.23,Sidonnie Gaythor,sgaythor7c@dropbox.com,2,Philadelphia,Pontiac,4,4
HYGP9WM4Y5TRXJB277HDKSN8,2023-07-07,79658,2023,257730.6,Gerri Pendlebury,gpendlebury7d@smh.com.au,2,Marietta,Ford,4,4
HYGP9WM7HKJS7EFGNW8GG2NT,2023-05-08,22548,2023,117541.21,Bellina Waddams,bwaddams7e@dailymotion.com,2,Gojō,Dodge,2,3
HYGP9WM9R5HYTK73NGE2CNKQ,2023-11-20,33003,2024,73511.43,Alverta Hane,ahane7f@princeton.edu,2,Murakami,Volkswagen,2,3
HYGP9WMBB4QED3YTHHKAW5KG,2024-02-07,11220,2023,220058.52,Merridie Naptine,mnaptine7g@unicef.org,2,Aurora,Mazda,4,4
HYGP9WMDSEDDD6ZZTM5FHWQ6,2023-06-19,43211,2023,156534.27,Kerby Medler,kmedler7h@nsw.gov.au,5,Kaminoyama,Nissan,2,3
HYGP9WMFCTA2Z0XWEDSVQG57,2024-03-09,72506,2024,62516.67,Kincaid Ubsdale,kubsdale7i@google.pl,5,Chicago,Mitsubishi,4,4
HYGP9WMHFECXGEZDKRFM4DQQ,2023-10-14,64162,2023,11224.45,Gusti Wrankmore,gwrankmore7j@odnoklassniki.ru,2,Bradford,Volkswagen,3,1
HYGP9WMKT2FSXMX3AXZA131P,2024-01-20,81232,2024,80935.41,Erwin Nassy,enassy7k@hp.com,5,Mito-shi,Chevrolet,2,3
HYGP9WMN6MARTHMA84DACCQS,2024-04-08,34352,2024,134166.03499999997,Hermione Gask,hgask7l@weather.com,2,London,Ford,3,1
HYGP9WMQ06F4HNFK1RKD42J4,2023-07-04,29856,2024,213835.28,Sonny Lebarree,slebarree7m@ezinearticles.com,2,Wuppertal,Mercury,0,0
HYGP9WMS694FZTRPK4TH7YAT,2024-01-01,54808,2023,193845.21,Ulrick McRinn,umcrinn7n@wordpress.com,5,Jeffersonville,Suzuki,4,4
HYGP9WMVY4CRKZC8EWZXTFMK,2023-09-12,5551,2024,91943.38,Westleigh Hagley,whagley7o@list-manage.com,5,Hamamatsu,Audi,2,3
HYGP9WMX8NKRSVR3MAWMY6RH,2023-08-01,57920,2024,33992.86,Trix Welsh,twelsh7p@archive.org,2,Kishiwada,Ford,2,3
HYGP9WMZ63E9BV3PCDKBX72V,2023-09-15,16173,2024,134166.03499999997,Myranda Elverstone,melverstone7q@rakuten.co.jp,2,Mülheim an der Ruhr,Porsche,0,0
HYGP9WN184NTJP5FD3W1Y1K6,2023-05-18,99310,2023,298059.53,Rori Sadlier,rsadlier7r@prlog.org,2,Zushi,Acura,2,3
HYGP9WN36TX7ENB37V7VBE20,2023-12-14,10704,2023,30972.85,Klarrisa Millichap,kmillichap7s@blogtalkradio.com,2,Denver,Ford,4,4
HYGP9WN5T1T8BME5DZ5V32Z5,2024-03-01,11282,2024,134166.03499999997,Sallyann Iacopo,siacopo7t@paginegialle.it,2,Takayama,Cadillac,2,3
HYGP9WN7RET7JWESEB4YW4TC,2023-09-02,51153,2024,106084.34,Berne Castillou,bcastillou7u@ifeng.com,5,Miyoshi,Porsche,2,3
HYGP9WN9YCE9TEG2805CEMY1,2024-03-18,41986,2024,90619.51,Moore Hansod,mhansod7v@cdc.gov,5,Kuroiso,Lotus,2,3
HYGP9WNBJ4XVNNDA58YPJF8H,2024-01-06,70374,2023,238545.82,Stacey Larose,slarose7w@miitbeian.gov.cn,2,Hekinan,Audi,2,3
HYGP9WNDVAA6GSC1X33B39BJ,2023-08-07,34209,2024,70550.63,Neely Grunwald,ngrunwald7x@yelp.com,2,Togitsu,Suzuki,2,3
HYGP9WNF1EN1DM7BP825W586,2023-12-06,75865,2024,170382.23,Loy Matiewe,lmatiewe7y@prweb.com,5,Liverpool,Lexus,3,1
HYGP9WNH5HTYSY9X32AH948R,2023-12-12,44403,2024,45177.3,Ilka Truss,itruss7z@dropbox.com,2,Hamm,Maybach,0,0
HYGP9WNKK0S4FVK66NREXCHX,2024-04-17,55038,2024,75618.76,Cybill Edmonds,cedmonds80@linkedin.com,2,Sunagawa,Dodge,2,3
HYGP9WNNKAS7XYW3K14A3FVA,2023-07-22,74743,2023,226448.45,Augustina Chessor,achessor81@gmpg.org,2,Chesapeake,Ford,4,4
HYGP9WNQMDXZVY84Z5ZDQSDH,2024-03-28,69552,2024,195301.55,Maia Abramowsky,mabramowsky82@ifeng.com,2,Kissimmee,Nissan,4,4
HYGP9WNSRYVRTAQXHNH2NAPJ,2023-10-02,72459,2024,134166.03499999997,Phineas Toffalo,ptoffalo83@chicagotribune.com,4,Ōzu,Ford,2,3
HYGP9WNVQRXQE7X1Z64F450E,2024-03-17,15497,2024,167752.04,Shelba Mordue,smordue84@parallels.com,2,Reutlingen,Lexus,0,0
HYGP9WNX262MREBQF07GN5JR,2023-12-16,48261,2023,185071.14,Curt Boutcher,cboutcher85@microsoft.com,5,Brooklyn,GMC,4,4
HYGP9WNZKB7T8ZTXQ04RK6AD,2023-08-04,18077,2023,296781.25,Rodrique Crowche,rcrowche86@cdbaby.com,5,Sioux Falls,Chrysler,4,4
HYGP9WP1RR45Y9PRBPZANZAZ,2024-03-13,89578,2023,134166.03499999997,Isa Delacour,idelacour87@blog.com,2,Oceanside,Porsche,4,4
HYGP9WP3K0CDAGNK6V322RSC,2023-07-16,39164,2023,107114.65,Rois Sprules,rsprules88@delicious.com,2,Dresden,Mitsubishi,0,0
HYGP9WP58JGHHGXQ6VQGP0WG,2023-06-15,5294,2023,164480.16,Dolorita Scarsbrick,dscarsbrick89@geocities.jp,1,Hiroshima-shi,Toyota,2,3
HYGP9WP7CED1ZCGQTF2NSFQY,2023-12-31,44403,2024,118430.6,Jackie Padginton,jpadginton8a@tinyurl.com,2,Ikeda,Mercedes-Benz,2,3
HYGP9WP9GPBKM458XW2QS80M,2024-03-07,70813,2023,151130.54,Honoria Postgate,hpostgate8b@omniture.com,2,Sheffield,Cadillac,3,1
HYGP9WPBYCSEPYFSJQSVCJ61,2024-04-24,11103,2024,235378.28,Amara DEmanuele,ademanuele8c@thetimes.co.uk,2,Kamojimachō-jōgejima,Chrysler,2,3
HYGP9WPD9QYXCR553RPMMG1C,2023-11-14,1439,2023,206652.72,Douglass Lakeman,dlakeman8d@so-net.ne.jp,5,Staten Island,Maserati,4,4
HYGP9WPFH6B2KR0Y0S6YNWJC,2023-10-07,91862,2023,256881.88,Laney Brookfield,lbrookfield8e@moonfruit.com,5,Sakado,Mercury,2,3
HYGP9WPH984JX614A4BZ7JSA,2023-12-22,71991,2023,110850.64,Vito Hindmoor,vhindmoor8f@altervista.org,5,Harrisburg,Geo,4,4
HYGP9WPK6RQ9NK341J51QMM0,2024-03-06,44403,2023,51032.84,Nefen Reddy,nreddy8g@cnet.com,5,Jackson,Mercury,4,4
HYGP9WPNMP5RHBVF211RAREJ,2024-04-01,52717,2024,195190.41,Merrilee Blodget,mblodget8h@so-net.ne.jp,2,Leipzig,Aston Martin,0,0
HYGP9WPQ00PZNK1WCA2SMNVK,2024-03-19,91687,2024,271823.26,Hasty Ferriby,hferriby8i@google.cn,5,Cincinnati,BMW,4,4
HYGP9WPT6ZGT2A6VE39ZZAMC,2023-09-05,92166,2024,9889.37,Fredrika Craggs,fcraggs8j@google.es,2,Shiogama,Pontiac,2,3
HYGP9WPW4DAB9ESWB9VRSVSR,2024-01-13,74878,2023,45785.88,Klarrisa Roft,kroft8k@reverbnation.com,2,Fukagawa,Chrysler,2,3
HYGP9WPY7YRGCFRK6JMCHHZZ,2023-05-30,2739,2023,54464.59,Yorgos Hulks,yhulks8l@nhs.uk,5,Jōetsu,Chevrolet,2,3
HYGP9WQ02MHC00ZR0YEVZF7S,2024-03-06,26997,2024,134166.03499999997,Stefania Looney,slooney8m@live.com,2,Fuchūchō,GMC,2,3
HYGP9WQ23A4WFWF4R5AJDY1R,2023-08-04,13725,2023,224488.13,Larry Scadding,lscadding8n@imageshack.us,5,Tampa,Mitsubishi,4,4
HYGP9WQ4MJ5S6FNC8YF6FC4C,2024-03-21,80424,2023,192733.41,Sinclair Ashburner,sashburner8o@bloomberg.com,4,Newark,Lexus,4,4
HYGP9WQ691PY09KYF0VT137N,2023-07-21,26626,2024,28147.4,Adria Dellenbroker,adellenbroker8p@ox.ac.uk,4,Aurora,BMW,4,4
HYGP9WQ9R3TYVDX2CRXKC8K8,2023-05-26,13879,2024,270333.13,Paloma Lamberti,plamberti8q@dion.ne.jp,2,Glendale,GMC,4,4
HYGP9WQBH09C947G38XJQ1T3,2024-04-15,82405,2024,110947.34,Fredelia Arnaudon,farnaudon8r@elegantthemes.com,2,Kuroiso,Saab,2,3
HYGP9WQD331RYVGHCWRZFA2E,2023-05-24,87563,2023,66548.22,Morgan Arthey,marthey8s@imdb.com,5,New York City,Audi,4,4
HYGP9WQFHE283P3QEX10TV3D,2024-02-13,44403,2024,134166.03499999997,Mattias Climpson,mclimpson8t@mapquest.com,5,Kanazawa-shi,Chevrolet,2,3
HYGP9WQHY84KPJ8644Q6PQC7,2023-12-28,6850,2023,260028.05,Lynnet Hastilow,lhastilow8u@tamu.edu,2,Hannover,Toyota,0,0
HYGP9WQKFM3E7966K1GW0PM7,2023-11-04,56823,2024,138311.45,Cally Bow,cbow8v@time.com,2,Shiki,Ford,2,3
HYGP9WQNJACA4RDQ1JFFAP55,2023-12-17,97241,2024,134166.03499999997,Kim Cuxon,kcuxon8w@dropbox.com,5,Yawata,Buick,2,3
HYGP9WQQMXSNYJ5MS34W2TQ4,2023-06-07,64569,2024,126296.44,Fulvia Mc Harg,fmc8x@umn.edu,2,Hartford,Ford,4,4
HYGP9WQSD01TBG316P4VG4SJ,2023-10-24,87077,2024,219267.39,Taber Goldhill,tgoldhill8y@github.io,1,Chicago,Kia,4,4
HYGP9WQW7HXF7MTTF37E8KNG,2023-08-04,98362,2024,283397.99,Ephraim Varden,evarden8z@cafepress.com,5,Washington,GMC,4,4
HYGP9WQYXQTGBG7RBQ2DH0RE,2023-07-05,65420,2024,134166.03499999997,Issy Kington,ikington90@fotki.com,2,Columbus,Honda,4,4
HYGP9WR0ZH0WZ6J6VEPQYJEY,2023-10-12,23253,2024,267598.69,Celestyn Shearn,cshearn91@kickstarter.com,2,Memphis,Volvo,4,4
HYGP9WR2JWEQXWH7DN2R0CBK,2023-08-14,79393,2024,160889.68,Ryley Slee,rslee92@topsy.com,5,Jamaica,Subaru,4,4
HYGP9WR489JCE0RV0DG3ATH9,2023-07-30,38344,2023,245711.89,Cloe Matuschek,cmatuschek93@squarespace.com,2,Kobayashi,Audi,2,3
HYGP9WR618Q8XFJDQC0BY3P4,2023-08-20,32088,2024,134166.03499999997,Didi Balogh,dbalogh94@intel.com,2,Shimo-furano,Pontiac,2,3
HYGP9WR876BCAFHK20HHJA06,2023-06-27,96155,2023,262626.43,Livvy Clutterbuck,lclutterbuck95@statcounter.com,4,Tucson,Ford,4,4
HYGP9WRA8JKSHAQANNGPQWZ1,2023-11-13,3818,2023,54942.84,Earlie Strawbridge,estrawbridge96@odnoklassniki.ru,5,Rochester,GMC,4,4
HYGP9WRCZ52B8A2GTCF78WX0,2024-03-10,60383,2024,188549.83,Arlin Lackmann,alackmann97@devhub.com,3,Roanoke,Suzuki,4,4
HYGP9WREA5DJ88199VGQA10Z,2023-06-27,56124,2023,186010.97,Ricardo Belbin,rbelbin98@cam.ac.uk,5,Takamatsu-shi,Mercedes-Benz,2,3
